,PROLIFIC_PID,ExplanationPair,Need_for_Cognition,Need_for_closure,Susceptibility_to_persuasion,Skepticism,AI_Expertise,Domain,flipped_dim,MetricType,Evaluation
61816,5bf3199ebe7c7300017b710a,011001v011011,0.7,0.5625,0.75,0.625,0.75,low,Detail,Trustworthiness,1
62013,5bf3199ebe7c7300017b710a,011001v011011,0.7,0.5625,0.75,0.625,0.75,low,Detail,Transparency,1
62210,5bf3199ebe7c7300017b710a,011001v011011,0.7,0.5625,0.75,0.625,0.75,low,Detail,Usefulness,1
59452,5bf3199ebe7c7300017b710a,011001v011101,0.7,0.5625,0.75,0.625,0.75,low,Formality,Trustworthiness,1
59649,5bf3199ebe7c7300017b710a,011001v011101,0.7,0.5625,0.75,0.625,0.75,low,Formality,Transparency,1
59846,5bf3199ebe7c7300017b710a,011001v011101,0.7,0.5625,0.75,0.625,0.75,low,Formality,Usefulness,1
77576,5bf3199ebe7c7300017b710a,100001v100011,0.7,0.5625,0.75,0.625,0.75,high,Detail,Trustworthiness,1
77773,5bf3199ebe7c7300017b710a,100001v100011,0.7,0.5625,0.75,0.625,0.75,high,Detail,Transparency,1
77970,5bf3199ebe7c7300017b710a,100001v100011,0.7,0.5625,0.75,0.625,0.75,high,Detail,Usefulness,1
69696,5bf3199ebe7c7300017b710a,100110v101110,0.7,0.5625,0.75,0.625,0.75,high,Structure,Trustworthiness,1
69893,5bf3199ebe7c7300017b710a,100110v101110,0.7,0.5625,0.75,0.625,0.75,high,Structure,Transparency,1
70090,5bf3199ebe7c7300017b710a,100110v101110,0.7,0.5625,0.75,0.625,0.75,high,Structure,Usefulness,1
110672,5bf3199ebe7c7300017b710a,110100v111100,0.7,0.5625,0.75,0.625,0.75,high,Structure,Trustworthiness,1
110869,5bf3199ebe7c7300017b710a,110100v111100,0.7,0.5625,0.75,0.625,0.75,high,Structure,Transparency,0
111066,5bf3199ebe7c7300017b710a,110100v111100,0.7,0.5625,0.75,0.625,0.75,high,Structure,Usefulness,0
109096,5bf3199ebe7c7300017b710a,110101v111101,0.7,0.5625,0.75,0.625,0.75,high,Structure,Trustworthiness,1
109293,5bf3199ebe7c7300017b710a,110101v111101,0.7,0.5625,0.75,0.625,0.75,high,Structure,Transparency,1
109490,5bf3199ebe7c7300017b710a,110101v111101,0.7,0.5625,0.75,0.625,0.75,high,Structure,Usefulness,1
120916,5bf3199ebe7c7300017b710a,111010v111110,0.7,0.5625,0.75,0.625,0.75,high,Formality,Trustworthiness,0
121113,5bf3199ebe7c7300017b710a,111010v111110,0.7,0.5625,0.75,0.625,0.75,high,Formality,Transparency,1
121310,5bf3199ebe7c7300017b710a,111010v111110,0.7,0.5625,0.75,0.625,0.75,high,Formality,Usefulness,0
12153,5d4310bbd8e961001b825ca4,000100v001100,0.4,0.5,0.5,0.75,0.75,low,Structure,Trustworthiness,0
12350,5d4310bbd8e961001b825ca4,000100v001100,0.4,0.5,0.5,0.75,0.75,low,Structure,Transparency,0
12547,5d4310bbd8e961001b825ca4,000100v001100,0.4,0.5,0.5,0.75,0.75,low,Structure,Usefulness,0
31853,5d4310bbd8e961001b825ca4,001100v011100,0.4,0.5,0.5,0.75,0.75,low,Length,Trustworthiness,1
32050,5d4310bbd8e961001b825ca4,001100v011100,0.4,0.5,0.5,0.75,0.75,low,Length,Transparency,1
32247,5d4310bbd8e961001b825ca4,001100v011100,0.4,0.5,0.5,0.75,0.75,low,Length,Usefulness,1
53129,5d4310bbd8e961001b825ca4,010001v011001,0.4,0.5,0.5,0.75,0.75,low,Structure,Trustworthiness,0
53326,5d4310bbd8e961001b825ca4,010001v011001,0.4,0.5,0.5,0.75,0.75,low,Structure,Transparency,0
53523,5d4310bbd8e961001b825ca4,010001v011001,0.4,0.5,0.5,0.75,0.75,low,Structure,Usefulness,0
38945,5d4310bbd8e961001b825ca4,010110v010111,0.4,0.5,0.5,0.75,0.75,low,Persuasiveness,Trustworthiness,1
39142,5d4310bbd8e961001b825ca4,010110v010111,0.4,0.5,0.5,0.75,0.75,low,Persuasiveness,Transparency,0
39339,5d4310bbd8e961001b825ca4,010110v010111,0.4,0.5,0.5,0.75,0.75,low,Persuasiveness,Usefulness,1
60221,5d4310bbd8e961001b825ca4,011000v011100,0.4,0.5,0.5,0.75,0.75,low,Formality,Trustworthiness,0
60418,5d4310bbd8e961001b825ca4,011000v011100,0.4,0.5,0.5,0.75,0.75,low,Formality,Transparency,0
60615,5d4310bbd8e961001b825ca4,011000v011100,0.4,0.5,0.5,0.75,0.75,low,Formality,Usefulness,0
79921,5d4310bbd8e961001b825ca4,100000v100010,0.4,0.5,0.5,0.75,0.75,high,Detail,Trustworthiness,1
80118,5d4310bbd8e961001b825ca4,100000v100010,0.4,0.5,0.5,0.75,0.75,high,Detail,Transparency,1
80315,5d4310bbd8e961001b825ca4,100000v100010,0.4,0.5,0.5,0.75,0.75,high,Detail,Usefulness,1
70465,5d4310bbd8e961001b825ca4,100110v110110,0.4,0.5,0.5,0.75,0.75,high,Length,Trustworthiness,1
70662,5d4310bbd8e961001b825ca4,100110v110110,0.4,0.5,0.5,0.75,0.75,high,Length,Transparency,1
70859,5d4310bbd8e961001b825ca4,100110v110110,0.4,0.5,0.5,0.75,0.75,high,Length,Usefulness,1
65737,5d4310bbd8e961001b825ca4,100011v100111,0.4,0.5,0.5,0.75,0.75,high,Formality,Trustworthiness,0
65934,5d4310bbd8e961001b825ca4,100011v100111,0.4,0.5,0.5,0.75,0.75,high,Formality,Transparency,0
66131,5d4310bbd8e961001b825ca4,100011v100111,0.4,0.5,0.5,0.75,0.75,high,Formality,Usefulness,0
97257,5d4310bbd8e961001b825ca4,101011v111011,0.4,0.5,0.5,0.75,0.75,high,Length,Trustworthiness,0
97454,5d4310bbd8e961001b825ca4,101011v111011,0.4,0.5,0.5,0.75,0.75,high,Length,Transparency,0
97651,5d4310bbd8e961001b825ca4,101011v111011,0.4,0.5,0.5,0.75,0.75,high,Length,Usefulness,0
113805,5d4310bbd8e961001b825ca4,110000v110010,0.4,0.5,0.5,0.75,0.75,high,Detail,Trustworthiness,0
114002,5d4310bbd8e961001b825ca4,110000v110010,0.4,0.5,0.5,0.75,0.75,high,Detail,Transparency,0
114199,5d4310bbd8e961001b825ca4,110000v110010,0.4,0.5,0.5,0.75,0.75,high,Detail,Usefulness,0
17617,5d951ede9b6f880018f63b6e,000010v001010,0.9,0.75,0.75,0.8125,0.75,low,Structure,Trustworthiness,1
17814,5d951ede9b6f880018f63b6e,000010v001010,0.9,0.75,0.75,0.8125,0.75,low,Structure,Transparency,1
18011,5d951ede9b6f880018f63b6e,000010v001010,0.9,0.75,0.75,0.8125,0.75,low,Structure,Usefulness,1
34953,5d951ede9b6f880018f63b6e,001000v001010,0.9,0.75,0.75,0.8125,0.75,low,Detail,Trustworthiness,1
35150,5d951ede9b6f880018f63b6e,001000v001010,0.9,0.75,0.75,0.8125,0.75,low,Detail,Transparency,1
35347,5d951ede9b6f880018f63b6e,001000v001010,0.9,0.75,0.75,0.8125,0.75,low,Detail,Usefulness,1
28649,5d951ede9b6f880018f63b6e,001100v001101,0.9,0.75,0.75,0.8125,0.75,low,Persuasiveness,Trustworthiness,1
28846,5d951ede9b6f880018f63b6e,001100v001101,0.9,0.75,0.75,0.8125,0.75,low,Persuasiveness,Transparency,1
29043,5d951ede9b6f880018f63b6e,001100v001101,0.9,0.75,0.75,0.8125,0.75,low,Persuasiveness,Usefulness,1
30225,5d951ede9b6f880018f63b6e,001101v011101,0.9,0.75,0.75,0.8125,0.75,low,Length,Trustworthiness,1
30422,5d951ede9b6f880018f63b6e,001101v011101,0.9,0.75,0.75,0.8125,0.75,low,Length,Transparency,1
30619,5d951ede9b6f880018f63b6e,001101v011101,0.9,0.75,0.75,0.8125,0.75,low,Length,Usefulness,1
43621,5d951ede9b6f880018f63b6e,010110v011110,0.9,0.75,0.75,0.8125,0.75,low,Structure,Trustworthiness,1
43818,5d951ede9b6f880018f63b6e,010110v011110,0.9,0.75,0.75,0.8125,0.75,low,Structure,Transparency,1
44015,5d951ede9b6f880018f63b6e,010110v011110,0.9,0.75,0.75,0.8125,0.75,low,Structure,Usefulness,1
79081,5d951ede9b6f880018f63b6e,100011v110011,0.9,0.75,0.75,0.8125,0.75,high,Length,Trustworthiness,1
79278,5d951ede9b6f880018f63b6e,100011v110011,0.9,0.75,0.75,0.8125,0.75,high,Length,Transparency,1
79475,5d951ede9b6f880018f63b6e,100011v110011,0.9,0.75,0.75,0.8125,0.75,high,Length,Usefulness,1
68049,5d951ede9b6f880018f63b6e,100100v100110,0.9,0.75,0.75,0.8125,0.75,high,Detail,Trustworthiness,1
68246,5d951ede9b6f880018f63b6e,100100v100110,0.9,0.75,0.75,0.8125,0.75,high,Detail,Transparency,1
68443,5d951ede9b6f880018f63b6e,100100v100110,0.9,0.75,0.75,0.8125,0.75,high,Detail,Usefulness,1
103509,5d951ede9b6f880018f63b6e,110011v110111,0.9,0.75,0.75,0.8125,0.75,high,Formality,Trustworthiness,1
103706,5d951ede9b6f880018f63b6e,110011v110111,0.9,0.75,0.75,0.8125,0.75,high,Formality,Transparency,1
103903,5d951ede9b6f880018f63b6e,110011v110111,0.9,0.75,0.75,0.8125,0.75,high,Formality,Usefulness,1
35759,5da35e177f1f7d001405f60b,001010v011010,0.5,0.3125,0.5625,0.5,0.6875,low,Length,Trustworthiness,1
35956,5da35e177f1f7d001405f60b,001010v011010,0.5,0.3125,0.5625,0.5,0.6875,low,Length,Transparency,1
36153,5da35e177f1f7d001405f60b,001010v011010,0.5,0.3125,0.5625,0.5,0.6875,low,Length,Usefulness,1
31031,5da35e177f1f7d001405f60b,001000v001100,0.5,0.3125,0.5625,0.5,0.6875,low,Formality,Trustworthiness,1
31228,5da35e177f1f7d001405f60b,001000v001100,0.5,0.3125,0.5625,0.5,0.6875,low,Formality,Transparency,1
31425,5da35e177f1f7d001405f60b,001000v001100,0.5,0.3125,0.5625,0.5,0.6875,low,Formality,Usefulness,1
50731,5da35e177f1f7d001405f60b,010000v010010,0.5,0.3125,0.5625,0.5,0.6875,low,Detail,Trustworthiness,1
50928,5da35e177f1f7d001405f60b,010000v010010,0.5,0.3125,0.5625,0.5,0.6875,low,Detail,Transparency,1
51125,5da35e177f1f7d001405f60b,010000v010010,0.5,0.3125,0.5625,0.5,0.6875,low,Detail,Usefulness,1
51519,5da35e177f1f7d001405f60b,010010v011010,0.5,0.3125,0.5625,0.5,0.6875,low,Structure,Trustworthiness,0
51716,5da35e177f1f7d001405f60b,010010v011010,0.5,0.3125,0.5625,0.5,0.6875,low,Structure,Transparency,0
51913,5da35e177f1f7d001405f60b,010010v011010,0.5,0.3125,0.5625,0.5,0.6875,low,Structure,Usefulness,0
48367,5da35e177f1f7d001405f60b,010010v010011,0.5,0.3125,0.5625,0.5,0.6875,low,Persuasiveness,Trustworthiness,0
48564,5da35e177f1f7d001405f60b,010010v010011,0.5,0.3125,0.5625,0.5,0.6875,low,Persuasiveness,Transparency,0
48761,5da35e177f1f7d001405f60b,010010v010011,0.5,0.3125,0.5625,0.5,0.6875,low,Persuasiveness,Usefulness,0
91707,5da35e177f1f7d001405f60b,101100v101101,0.5,0.3125,0.5625,0.5,0.6875,high,Persuasiveness,Trustworthiness,1
91904,5da35e177f1f7d001405f60b,101100v101101,0.5,0.3125,0.5625,0.5,0.6875,high,Persuasiveness,Transparency,1
92101,5da35e177f1f7d001405f60b,101100v101101,0.5,0.3125,0.5625,0.5,0.6875,high,Persuasiveness,Usefulness,1
87767,5da35e177f1f7d001405f60b,101011v101111,0.5,0.3125,0.5625,0.5,0.6875,high,Formality,Trustworthiness,1
87964,5da35e177f1f7d001405f60b,101011v101111,0.5,0.3125,0.5625,0.5,0.6875,high,Formality,Transparency,1
88161,5da35e177f1f7d001405f60b,101011v101111,0.5,0.3125,0.5625,0.5,0.6875,high,Formality,Usefulness,1
116135,5da35e177f1f7d001405f60b,110001v111001,0.5,0.3125,0.5625,0.5,0.6875,high,Structure,Trustworthiness,1
116332,5da35e177f1f7d001405f60b,110001v111001,0.5,0.3125,0.5625,0.5,0.6875,high,Structure,Transparency,1
116529,5da35e177f1f7d001405f60b,110001v111001,0.5,0.3125,0.5625,0.5,0.6875,high,Structure,Usefulness,1
104315,5da35e177f1f7d001405f60b,110111v111111,0.5,0.3125,0.5625,0.5,0.6875,high,Structure,Trustworthiness,0
104512,5da35e177f1f7d001405f60b,110111v111111,0.5,0.3125,0.5625,0.5,0.6875,high,Structure,Transparency,0
104709,5da35e177f1f7d001405f60b,110111v111111,0.5,0.3125,0.5625,0.5,0.6875,high,Structure,Usefulness,0
120863,5da35e177f1f7d001405f60b,111010v111110,0.5,0.3125,0.5625,0.5,0.6875,high,Formality,Trustworthiness,1
121060,5da35e177f1f7d001405f60b,111010v111110,0.5,0.3125,0.5625,0.5,0.6875,high,Formality,Transparency,1
121257,5da35e177f1f7d001405f60b,111010v111110,0.5,0.3125,0.5625,0.5,0.6875,high,Formality,Usefulness,1
14414,5da8edc60f9c9c0017526948,000001v000011,0.55,0.25,0.25,0.4375,0.6875,low,Detail,Trustworthiness,1
14611,5da8edc60f9c9c0017526948,000001v000011,0.55,0.25,0.25,0.4375,0.6875,low,Detail,Transparency,1
14808,5da8edc60f9c9c0017526948,000001v000011,0.55,0.25,0.25,0.4375,0.6875,low,Detail,Usefulness,1
31750,5da8edc60f9c9c0017526948,001100v011100,0.55,0.25,0.25,0.4375,0.6875,low,Length,Trustworthiness,1
31947,5da8edc60f9c9c0017526948,001100v011100,0.55,0.25,0.25,0.4375,0.6875,low,Length,Transparency,1
32144,5da8edc60f9c9c0017526948,001100v011100,0.55,0.25,0.25,0.4375,0.6875,low,Length,Usefulness,1
47510,5da8edc60f9c9c0017526948,010100v011100,0.55,0.25,0.25,0.4375,0.6875,low,Structure,Trustworthiness,1
47707,5da8edc60f9c9c0017526948,010100v011100,0.55,0.25,0.25,0.4375,0.6875,low,Structure,Transparency,0
47904,5da8edc60f9c9c0017526948,010100v011100,0.55,0.25,0.25,0.4375,0.6875,low,Structure,Usefulness,0
62482,5da8edc60f9c9c0017526948,011000v011010,0.55,0.25,0.25,0.4375,0.6875,low,Detail,Trustworthiness,0
62679,5da8edc60f9c9c0017526948,011000v011010,0.55,0.25,0.25,0.4375,0.6875,low,Detail,Transparency,1
62876,5da8edc60f9c9c0017526948,011000v011010,0.55,0.25,0.25,0.4375,0.6875,low,Detail,Usefulness,0
60118,5da8edc60f9c9c0017526948,011000v011100,0.55,0.25,0.25,0.4375,0.6875,low,Formality,Trustworthiness,1
60315,5da8edc60f9c9c0017526948,011000v011100,0.55,0.25,0.25,0.4375,0.6875,low,Formality,Transparency,1
60512,5da8edc60f9c9c0017526948,011000v011100,0.55,0.25,0.25,0.4375,0.6875,low,Formality,Usefulness,1
85334,5da8edc60f9c9c0017526948,100000v110000,0.55,0.25,0.25,0.4375,0.6875,high,Length,Trustworthiness,1
85531,5da8edc60f9c9c0017526948,100000v110000,0.55,0.25,0.25,0.4375,0.6875,high,Length,Transparency,1
85728,5da8edc60f9c9c0017526948,100000v110000,0.55,0.25,0.25,0.4375,0.6875,high,Length,Usefulness,1
101094,5da8edc60f9c9c0017526948,101000v111000,0.55,0.25,0.25,0.4375,0.6875,high,Length,Trustworthiness,1
101291,5da8edc60f9c9c0017526948,101000v111000,0.55,0.25,0.25,0.4375,0.6875,high,Length,Transparency,1
101488,5da8edc60f9c9c0017526948,101000v111000,0.55,0.25,0.25,0.4375,0.6875,high,Length,Usefulness,1
88486,5da8edc60f9c9c0017526948,101111v111111,0.55,0.25,0.25,0.4375,0.6875,high,Length,Trustworthiness,1
88683,5da8edc60f9c9c0017526948,101111v111111,0.55,0.25,0.25,0.4375,0.6875,high,Length,Transparency,1
88880,5da8edc60f9c9c0017526948,101111v111111,0.55,0.25,0.25,0.4375,0.6875,high,Length,Usefulness,1
126310,5da8edc60f9c9c0017526948,111000v111001,0.55,0.25,0.25,0.4375,0.6875,high,Persuasiveness,Trustworthiness,0
126507,5da8edc60f9c9c0017526948,111000v111001,0.55,0.25,0.25,0.4375,0.6875,high,Persuasiveness,Transparency,0
126704,5da8edc60f9c9c0017526948,111000v111001,0.55,0.25,0.25,0.4375,0.6875,high,Persuasiveness,Usefulness,0
124734,5da8edc60f9c9c0017526948,111001v111011,0.55,0.25,0.25,0.4375,0.6875,high,Detail,Trustworthiness,1
124931,5da8edc60f9c9c0017526948,111001v111011,0.55,0.25,0.25,0.4375,0.6875,high,Detail,Transparency,1
125128,5da8edc60f9c9c0017526948,111001v111011,0.55,0.25,0.25,0.4375,0.6875,high,Detail,Usefulness,1
21622,5dd05d80b2204f1487f7812c,000000v001000,0.55,0.375,0.75,0.6875,0.5625,low,Structure,Trustworthiness,1
21819,5dd05d80b2204f1487f7812c,000000v001000,0.55,0.375,0.75,0.6875,0.5625,low,Structure,Transparency,1
22016,5dd05d80b2204f1487f7812c,000000v001000,0.55,0.375,0.75,0.6875,0.5625,low,Structure,Usefulness,1
1922,5dd05d80b2204f1487f7812c,000101v000111,0.55,0.375,0.75,0.6875,0.5625,low,Detail,Trustworthiness,1
2119,5dd05d80b2204f1487f7812c,000101v000111,0.55,0.375,0.75,0.6875,0.5625,low,Detail,Transparency,1
2316,5dd05d80b2204f1487f7812c,000101v000111,0.55,0.375,0.75,0.6875,0.5625,low,Detail,Usefulness,1
24774,5dd05d80b2204f1487f7812c,001011v001111,0.55,0.375,0.75,0.6875,0.5625,low,Formality,Trustworthiness,0
24971,5dd05d80b2204f1487f7812c,001011v001111,0.55,0.375,0.75,0.6875,0.5625,low,Formality,Transparency,0
25168,5dd05d80b2204f1487f7812c,001011v001111,0.55,0.375,0.75,0.6875,0.5625,low,Formality,Usefulness,0
44474,5dd05d80b2204f1487f7812c,010100v010101,0.55,0.375,0.75,0.6875,0.5625,low,Persuasiveness,Trustworthiness,0
44671,5dd05d80b2204f1487f7812c,010100v010101,0.55,0.375,0.75,0.6875,0.5625,low,Persuasiveness,Transparency,1
44868,5dd05d80b2204f1487f7812c,010100v010101,0.55,0.375,0.75,0.6875,0.5625,low,Persuasiveness,Usefulness,0
40534,5dd05d80b2204f1487f7812c,010011v010111,0.55,0.375,0.75,0.6875,0.5625,low,Formality,Trustworthiness,1
40731,5dd05d80b2204f1487f7812c,010011v010111,0.55,0.375,0.75,0.6875,0.5625,low,Formality,Transparency,1
40928,5dd05d80b2204f1487f7812c,010011v010111,0.55,0.375,0.75,0.6875,0.5625,low,Formality,Usefulness,1
67326,5dd05d80b2204f1487f7812c,100111v110111,0.55,0.375,0.75,0.6875,0.5625,high,Length,Trustworthiness,1
67523,5dd05d80b2204f1487f7812c,100111v110111,0.55,0.375,0.75,0.6875,0.5625,high,Length,Transparency,1
67720,5dd05d80b2204f1487f7812c,100111v110111,0.55,0.375,0.75,0.6875,0.5625,high,Length,Usefulness,1
102786,5dd05d80b2204f1487f7812c,110101v110111,0.55,0.375,0.75,0.6875,0.5625,high,Detail,Trustworthiness,1
102983,5dd05d80b2204f1487f7812c,110101v110111,0.55,0.375,0.75,0.6875,0.5625,high,Detail,Transparency,1
103180,5dd05d80b2204f1487f7812c,110101v110111,0.55,0.375,0.75,0.6875,0.5625,high,Detail,Usefulness,1
126426,5dd05d80b2204f1487f7812c,111000v111001,0.55,0.375,0.75,0.6875,0.5625,high,Persuasiveness,Trustworthiness,0
126623,5dd05d80b2204f1487f7812c,111000v111001,0.55,0.375,0.75,0.6875,0.5625,high,Persuasiveness,Transparency,0
126820,5dd05d80b2204f1487f7812c,111000v111001,0.55,0.375,0.75,0.6875,0.5625,high,Persuasiveness,Usefulness,0
125638,5dd05d80b2204f1487f7812c,111000v111010,0.55,0.375,0.75,0.6875,0.5625,high,Detail,Trustworthiness,0
125835,5dd05d80b2204f1487f7812c,111000v111010,0.55,0.375,0.75,0.6875,0.5625,high,Detail,Transparency,0
126032,5dd05d80b2204f1487f7812c,111000v111010,0.55,0.375,0.75,0.6875,0.5625,high,Detail,Usefulness,0
118546,5dd05d80b2204f1487f7812c,111101v111111,0.55,0.375,0.75,0.6875,0.5625,high,Detail,Trustworthiness,1
118743,5dd05d80b2204f1487f7812c,111101v111111,0.55,0.375,0.75,0.6875,0.5625,high,Detail,Transparency,1
118940,5dd05d80b2204f1487f7812c,111101v111111,0.55,0.375,0.75,0.6875,0.5625,high,Detail,Usefulness,1
17552,5debfbcc3a11682f0fae8b29,000010v001010,0.75,0.25,0.625,0.875,0.5,low,Structure,Trustworthiness,0
17749,5debfbcc3a11682f0fae8b29,000010v001010,0.75,0.25,0.625,0.875,0.5,low,Structure,Transparency,0
17946,5debfbcc3a11682f0fae8b29,000010v001010,0.75,0.25,0.625,0.875,0.5,low,Structure,Usefulness,0
50648,5debfbcc3a11682f0fae8b29,010000v010010,0.75,0.25,0.625,0.875,0.5,low,Detail,Trustworthiness,1
50845,5debfbcc3a11682f0fae8b29,010000v010010,0.75,0.25,0.625,0.875,0.5,low,Detail,Transparency,1
51042,5debfbcc3a11682f0fae8b29,010000v010010,0.75,0.25,0.625,0.875,0.5,low,Detail,Usefulness,1
45920,5debfbcc3a11682f0fae8b29,010101v011101,0.75,0.25,0.625,0.875,0.5,low,Structure,Trustworthiness,0
46117,5debfbcc3a11682f0fae8b29,010101v011101,0.75,0.25,0.625,0.875,0.5,low,Structure,Transparency,0
46314,5debfbcc3a11682f0fae8b29,010101v011101,0.75,0.25,0.625,0.875,0.5,low,Structure,Usefulness,0
60892,5debfbcc3a11682f0fae8b29,011010v011011,0.75,0.25,0.625,0.875,0.5,low,Persuasiveness,Trustworthiness,0
61089,5debfbcc3a11682f0fae8b29,011010v011011,0.75,0.25,0.625,0.875,0.5,low,Persuasiveness,Transparency,0
61286,5debfbcc3a11682f0fae8b29,011010v011011,0.75,0.25,0.625,0.875,0.5,low,Persuasiveness,Usefulness,0
54588,5debfbcc3a11682f0fae8b29,011110v011111,0.75,0.25,0.625,0.875,0.5,low,Persuasiveness,Trustworthiness,0
54785,5debfbcc3a11682f0fae8b29,011110v011111,0.75,0.25,0.625,0.875,0.5,low,Persuasiveness,Transparency,0
54982,5debfbcc3a11682f0fae8b29,011110v011111,0.75,0.25,0.625,0.875,0.5,low,Persuasiveness,Usefulness,0
67984,5debfbcc3a11682f0fae8b29,100100v100110,0.75,0.25,0.625,0.875,0.5,high,Detail,Trustworthiness,1
68181,5debfbcc3a11682f0fae8b29,100100v100110,0.75,0.25,0.625,0.875,0.5,high,Detail,Transparency,1
68378,5debfbcc3a11682f0fae8b29,100100v100110,0.75,0.25,0.625,0.875,0.5,high,Detail,Usefulness,1
96352,5debfbcc3a11682f0fae8b29,101001v101011,0.75,0.25,0.625,0.875,0.5,high,Detail,Trustworthiness,1
96549,5debfbcc3a11682f0fae8b29,101001v101011,0.75,0.25,0.625,0.875,0.5,high,Detail,Transparency,1
96746,5debfbcc3a11682f0fae8b29,101001v101011,0.75,0.25,0.625,0.875,0.5,high,Detail,Usefulness,1
90048,5debfbcc3a11682f0fae8b29,101010v101110,0.75,0.25,0.625,0.875,0.5,high,Formality,Trustworthiness,1
90245,5debfbcc3a11682f0fae8b29,101010v101110,0.75,0.25,0.625,0.875,0.5,high,Formality,Transparency,1
90442,5debfbcc3a11682f0fae8b29,101010v101110,0.75,0.25,0.625,0.875,0.5,high,Formality,Usefulness,1
87684,5debfbcc3a11682f0fae8b29,101011v101111,0.75,0.25,0.625,0.875,0.5,high,Formality,Trustworthiness,1
87881,5debfbcc3a11682f0fae8b29,101011v101111,0.75,0.25,0.625,0.875,0.5,high,Formality,Transparency,1
88078,5debfbcc3a11682f0fae8b29,101011v101111,0.75,0.25,0.625,0.875,0.5,high,Formality,Usefulness,1
106596,5debfbcc3a11682f0fae8b29,110110v111110,0.75,0.25,0.625,0.875,0.5,high,Structure,Trustworthiness,1
106793,5debfbcc3a11682f0fae8b29,110110v111110,0.75,0.25,0.625,0.875,0.5,high,Structure,Transparency,0
106990,5debfbcc3a11682f0fae8b29,110110v111110,0.75,0.25,0.625,0.875,0.5,high,Structure,Usefulness,0
19112,5e8126a0d32cbc817a4df7b6,000000v000001,,,,,,low,Persuasiveness,Trustworthiness,1
19309,5e8126a0d32cbc817a4df7b6,000000v000001,,,,,,low,Persuasiveness,Transparency,1
19506,5e8126a0d32cbc817a4df7b6,000000v000001,,,,,,low,Persuasiveness,Usefulness,1
988,5e8126a0d32cbc817a4df7b6,000110v000111,,,,,,low,Persuasiveness,Trustworthiness,0
1185,5e8126a0d32cbc817a4df7b6,000110v000111,,,,,,low,Persuasiveness,Transparency,1
1382,5e8126a0d32cbc817a4df7b6,000110v000111,,,,,,low,Persuasiveness,Usefulness,0
34084,5e8126a0d32cbc817a4df7b6,001011v011011,,,,,,low,Length,Trustworthiness,1
34281,5e8126a0d32cbc817a4df7b6,001011v011011,,,,,,low,Length,Transparency,1
34478,5e8126a0d32cbc817a4df7b6,001011v011011,,,,,,low,Length,Usefulness,1
45116,5e8126a0d32cbc817a4df7b6,010001v010101,,,,,,low,Formality,Trustworthiness,0
45313,5e8126a0d32cbc817a4df7b6,010001v010101,,,,,,low,Formality,Transparency,1
45510,5e8126a0d32cbc817a4df7b6,010001v010101,,,,,,low,Formality,Usefulness,0
61664,5e8126a0d32cbc817a4df7b6,011001v011011,,,,,,low,Detail,Trustworthiness,0
61861,5e8126a0d32cbc817a4df7b6,011001v011011,,,,,,low,Detail,Transparency,1
62058,5e8126a0d32cbc817a4df7b6,011001v011011,,,,,,low,Detail,Usefulness,1
71120,5e8126a0d32cbc817a4df7b6,100100v100101,,,,,,high,Persuasiveness,Trustworthiness,0
71317,5e8126a0d32cbc817a4df7b6,100100v100101,,,,,,high,Persuasiveness,Transparency,0
71514,5e8126a0d32cbc817a4df7b6,100100v100101,,,,,,high,Persuasiveness,Usefulness,0
73484,5e8126a0d32cbc817a4df7b6,100101v110101,,,,,,high,Length,Trustworthiness,1
73681,5e8126a0d32cbc817a4df7b6,100101v110101,,,,,,high,Length,Transparency,0
73878,5e8126a0d32cbc817a4df7b6,100101v110101,,,,,,high,Length,Usefulness,1
70332,5e8126a0d32cbc817a4df7b6,100110v110110,,,,,,high,Length,Trustworthiness,0
70529,5e8126a0d32cbc817a4df7b6,100110v110110,,,,,,high,Length,Transparency,1
70726,5e8126a0d32cbc817a4df7b6,100110v110110,,,,,,high,Length,Usefulness,1
65604,5e8126a0d32cbc817a4df7b6,100011v100111,,,,,,high,Formality,Trustworthiness,0
65801,5e8126a0d32cbc817a4df7b6,100011v100111,,,,,,high,Formality,Transparency,1
65998,5e8126a0d32cbc817a4df7b6,100011v100111,,,,,,high,Formality,Usefulness,0
105792,5e8126a0d32cbc817a4df7b6,110010v110110,,,,,,high,Formality,Trustworthiness,1
105989,5e8126a0d32cbc817a4df7b6,110010v110110,,,,,,high,Formality,Transparency,0
106186,5e8126a0d32cbc817a4df7b6,110010v110110,,,,,,high,Formality,Usefulness,0
16853,5eaecb0824839e59ed3523eb,000000v000010,0.9,0.5625,0.5625,0.9375,0.8125,low,Detail,Trustworthiness,1
17050,5eaecb0824839e59ed3523eb,000000v000010,0.9,0.5625,0.5625,0.9375,0.8125,low,Detail,Transparency,1
17247,5eaecb0824839e59ed3523eb,000000v000010,0.9,0.5625,0.5625,0.9375,0.8125,low,Detail,Usefulness,1
